VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,trip_type,trip_duration_minutes
2,2024-01-13 16:08:04,2024-01-13 17:03:18,1,8.39,1,N,149,110,Credit card,24.26,1.09,0.5,6.08,9.9,0.3,44.58,2.5,1,55.233333333333334
2,2024-01-27 01:02:43,2024-01-27 01:36:09,1,4.9,1,N,32,1,Cash,14.25,3.98,0.5,0.9,0.0,0.3,19.88,0.0,1,33.43333333333333
1,2024-01-07 17:54:56,2024-01-07 18:16:39,1,1.41,1,N,231,193,Credit card,13.29,1.01,0.5,4.13,0.0,0.3,21.68,2.5,1,21.716666666666665
1,2024-01-30 10:09:43,2024-01-30 10:21:22,1,1.01,1,N,22,72,Unknown,4.6,0.99,0.5,1.37,0.0,0.3,7.71,0.0,1,11.65
2,2024-01-19 05:41:59,2024-01-19 06:15:08,3,1.75,1,N,251,263,Cash,6.04,2.23,0.5,0.86,0.0,0.3,9.88,0.0,1,33.15
1,2024-01-19 15:34:14,2024-01-19 15:56:44,1,3.19,1,N,243,260,Cash,9.21,4.72,0.5,1.23,0.0,0.3,15.91,0.0,1,22.5
1,2024-01-10 19:52:42,2024-01-10 20:07:39,1,8.9,1,N,153,153,Credit card,21.84,2.93,0.5,7.26,0.0,0.3,32.78,0.0,1,14.95
2,2024-01-29 12:49:12,2024-01-29 13:21:48,1,9.99,1,N,251,263,Credit card,29.53,3.18,0.5,2.05,5.86,0.3,41.37,0.0,1,32.6
1,2024-01-02 02:49:42,2024-01-02 03:26:03,1,2.18,1,N,226,261,Credit card,5.89,0.05,0.5,1.76,0.0,0.3,8.45,0.0,1,36.35
2,2024-01-10 06:12:41,2024-01-10 06:57:15,1,2.13,1,N,237,249,Credit card,6.12,0.28,0.5,0.99,0.0,0.3,8.14,0.0,1,44.56666666666667
2,2024-01-13 23:17:22,2024-01-13 23:28:05,2,5.46,1,N,211,260,Cash,14.54,0.33,0.5,2.51,0.0,0.3,18.13,0.0,1,10.716666666666667
1,2024-01-15 19:05:34,2024-01-15 19:46:28,1,5.43,1,N,245,244,Credit card,13.12,4.1,0.5,2.75,0.0,0.3,20.72,0.0,1,40.9
2,2024-01-15 16:45:16,2024-01-15 17:00:25,1,7.55,1,N,204,221,Credit card,16.12,1.18,0.5,1.62,16.91,0.3,39.08,2.5,2,15.15
1,2024-01-05 14:03:20,2024-01-05 14:25:06,1,7.68,1,N,232,253,Cash,20.31,1.64,0.5,1.95,0.0,0.3,24.65,0.0,1,21.766666666666666
2,2024-01-07 23:50:27,2024-01-08 00:15:11,2,1.65,1,N,30,3,Credit card,9.25,3.05,0.5,2.6,0.0,0.3,15.65,0.0,1,24.733333333333334
1,2024-01-03 22:51:36,2024-01-03 23:30:22,1,0.83,1,Y,113,114,Cash,5.17,2.92,0.5,0.57,0.0,0.3,8.96,0.0,1,38.766666666666666
2,2024-01-18 17:54:31,2024-01-18 18:24:57,1,4.95,1,N,126,71,Credit card,19.56,2.05,0.5,2.94,0.0,0.3,27.8,2.5,1,30.433333333333334
2,2024-01-11 21:02:46,2024-01-11 21:17:32,1,3.85,1,Y,240,237,Credit card,14.38,0.02,0.5,2.15,0.0,0.3,17.3,0.0,1,14.766666666666667
2,2024-01-18 12:56:03,2024-01-18 12:59:34,1,0.45,1,N,128,120,Credit card,5.2,2.25,0.5,1.31,0.0,0.3,9.06,0.0,1,3.5166666666666666
1,2024-01-19 06:44:50,2024-01-19 07:11:20,5,0.81,1,Y,116,106,Credit card,10.17,3.69,0.5,3.46,0.0,0.3,17.62,0.0,1,26.5
1,2024-01-22 18:17:22,2024-01-22 18:38:31,1,4.79,1,N,208,196,Cash,14.18,1.18,0.5,0.24,0.0,0.3,18.85,2.5,1,21.15
1,2024-01-17 22:59:40,2024-01-17 23:06:43,1,2.98,1,N,171,186,Cash,10.14,3.54,0.5,2.58,0.0,0.3,17.01,0.0,1,7.05
2,2024-01-21 02:04:25,2024-01-21 02:27:19,1,4.86,1,N,155,129,Credit card,14.62,0.08,0.5,3.16,0.0,0.3,18.61,0.0,1,22.9
2,2024-01-19 04:50:22,2024-01-19 05:09:24,1,1.32,1,N,241,263,Credit card,10.43,4.54,0.5,2.57,0.0,0.3,18.29,0.0,1,19.033333333333335
2,2024-01-21 05:24:36,2024-01-21 06:08:53,1,5.1,1,Y,216,233,Cash,15.26,4.75,0.5,1.51,0.0,0.3,22.27,0.0,1,44.28333333333333
1,2024-01-20 02:46:59,2024-01-20 03:48:02,1,4.19,1,Y,188,164,Credit card,11.03,0.01,0.5,2.2,15.6,0.3,29.59,0.0,1,61.05
2,2024-01-10 19:15:47,2024-01-10 19:51:33,1,5.36,1,N,252,263,Credit card,17.66,2.29,0.5,3.8,12.48,0.3,36.98,0.0,1,35.766666666666666
2,2024-01-08 15:14:08,2024-01-08 15:32:24,2,2.31,1,N,13,42,Credit card,5.83,2.07,0.5,0.68,0.0,0.3,9.33,0.0,1,18.266666666666666
2,2024-01-25 09:50:58,2024-01-25 10:11:13,2,1.93,1,Y,146,157,Cash,8.93,4.21,0.5,0.73,0.0,0.3,17.12,2.5,1,20.25
2,2024-01-11 14:58:12,2024-01-11 15:08:39,1,0.94,1,N,9,1,Credit card,6.09,2.7,0.5,1.8,0.0,0.3,10.89,0.0,1,10.45
1,2024-01-18 00:33:48,2024-01-18 00:45:45,5,2.61,1,N,209,263,Credit card,8.46,3.06,0.5,0.64,0.0,0.3,12.91,0.0,1,11.95
2,2024-01-07 02:32:52,2024-01-07 02:50:24,5,6.68,1,Y,34,53,No charge,20.9,1.01,0.5,0.0,0.0,0.3,22.66,0.0,1,17.533333333333335
1,2024-01-14 08:58:30,2024-01-14 09:14:45,1,7.9,1,N,148,111,Cash,17.79,0.39,0.5,1.82,0.0,0.3,23.25,2.5,1,16.25
2,2024-01-17 10:04:11,2024-01-17 10:10:56,1,1.22,1,N,206,212,Credit card,6.04,3.46,0.5,0.74,0.0,0.3,10.99,0.0,1,6.75
2,2024-01-20 09:45:11,2024-01-20 10:29:46,1,3.19,1,N,165,159,Credit card,9.09,3.1,0.5,3.25,0.0,0.3,18.69,2.5,1,44.583333333333336
1,2024-01-17 07:37:27,2024-01-17 08:26:07,1,8.99,1,Y,16,16,Cash,33.56,4.16,0.5,2.49,8.99,0.3,52.45,2.5,2,48.666666666666664
2,2024-01-12 04:19:44,2024-01-12 05:03:24,1,9.77,1,N,126,91,Credit card,27.39,4.22,0.5,3.0,0.0,0.3,35.36,0.0,1,43.666666666666664
2,2024-01-30 19:33:28,2024-01-30 20:23:12,1,2.53,4,N,206,207,Cash,7.04,3.16,0.5,0.78,0.0,0.3,11.73,0.0,1,49.733333333333334
1,2024-01-16 21:28:40,2024-01-16 22:41:09,4,7.07,5,N,253,229,Credit card,16.04,2.69,0.5,2.22,19.04,0.3,40.74,0.0,2,72.48333333333333
1,2024-01-26 01:22:31,2024-01-26 01:33:07,1,6.3,1,Y,237,227,Credit card,22.17,4.57,0.5,4.44,0.0,0.3,31.93,0.0,1,10.6
1,2024-01-23 20:06:32,2024-01-23 21:17:02,2,5.96,1,N,216,227,Cash,16.35,4.01,0.5,2.08,18.34,0.3,41.53,0.0,1,70.5
1,2024-01-18 07:23:16,2024-01-18 07:37:58,1,0.7,2,N,81,67,Credit card,3.0,4.41,0.5,0.66,0.0,0.3,10.87,2.5,1,14.7
1,2024-01-28 11:29:01,2024-01-28 11:58:13,1,2.08,1,N,198,190,Credit card,8.71,4.98,0.5,1.66,0.0,0.3,16.1,0.0,1,29.2
1,2024-01-04 23:25:52,2024-01-04 23:31:28,3,2.94,1,N,44,68,Credit card,11.8,2.02,0.5,1.7,7.4,0.3,23.67,0.0,1,5.6
2,2024-01-29 13:15:59,2024-01-29 13:29:21,1,2.87,1,N,87,61,Cash,11.58,3.58,0.5,1.75,0.0,0.3,17.66,0.0,1,13.366666666666667
2,2024-01-27 08:34:05,2024-01-27 09:10:31,1,3.16,1,N,75,56,Credit card,10.46,3.44,0.5,2.0,0.0,0.3,19.15,2.5,1,36.43333333333333
1,2024-01-16 14:42:10,2024-01-16 15:12:19,1,10.46,1,N,128,91,Cash,29.13,0.87,0.5,2.8,0.0,0.3,33.55,0.0,1,30.15
1,2024-01-23 17:38:37,2024-01-23 17:53:07,1,2.6,5,N,231,207,Credit card,9.7,3.18,0.5,3.09,0.0,0.3,19.22,2.5,1,14.5
2,2024-01-17 03:05:04,2024-01-17 03:25:18,1,4.32,6,N,227,230,Credit card,14.31,2.14,0.5,2.72,0.0,0.3,19.92,0.0,1,20.233333333333334
1,2024-01-09 07:57:38,2024-01-09 08:10:00,1,4.22,1,N,235,254,Unknown,14.32,2.25,0.5,4.12,0.0,0.3,23.94,2.5,1,12.366666666666667
2,2024-01-25 19:06:12,2024-01-25 19:42:34,1,3.19,1,N,247,223,Cash,13.76,0.9,0.5,2.46,0.0,0.3,17.87,0.0,1,36.36666666666667
1,2024-01-08 14:57:57,2024-01-08 15:44:28,1,1.29,1,N,8,26,Cash,5.89,3.72,0.5,1.07,0.0,0.3,11.43,0.0,1,46.516666666666666
1,2024-01-10 17:57:04,2024-01-10 18:07:42,1,3.51,1,N,263,263,Credit card,8.82,3.49,0.5,2.25,0.0,0.3,17.81,2.5,1,10.633333333333333
1,2024-01-17 02:21:10,2024-01-17 02:40:00,1,0.44,1,N,231,190,Credit card,3.17,2.66,0.5,0.63,0.0,0.3,6.76,0.0,1,18.833333333333332
2,2024-01-26 23:00:44,2024-01-26 23:07:17,1,4.63,1,N,194,199,Credit card,16.34,0.78,0.5,3.18,6.37,0.3,27.42,0.0,2,6.55
1,2024-01-12 21:38:27,2024-01-12 22:00:53,1,0.36,1,N,22,57,Credit card,3.0,2.78,0.5,0.54,0.0,0.3,6.62,0.0,1,22.433333333333334
2,2024-01-16 07:38:28,2024-01-16 08:05:39,1,4.34,1,N,193,137,Credit card,8.01,0.5,0.5,0.21,0.0,0.3,11.97,2.5,1,27.183333333333334
1,2024-01-02 06:59:56,2024-01-02 07:23:38,2,1.99,4,N,178,238,Credit card,10.23,1.7,0.5,2.63,0.0,0.3,15.31,0.0,1,23.7
1,2024-01-04 14:11:50,2024-01-04 14:37:36,1,1.46,1,N,25,7,Credit card,10.71,1.86,0.5,2.35,0.0,0.3,15.67,0.0,1,25.766666666666666
2,2024-01-02 17:37:29,2024-01-02 17:54:56,1,5.52,1,N,54,5,Credit card,12.5,4.42,0.5,3.33,0.0,0.3,23.5,2.5,1,17.45
1,2024-01-03 05:36:43,2024-01-03 05:54:28,1,2.37,1,N,198,202,Credit card,8.73,2.08,0.5,1.66,0.0,0.3,13.22,0.0,1,17.75
2,2024-01-27 22:10:45,2024-01-27 22:27:55,4,3.38,1,N,44,68,Credit card,9.75,2.99,0.5,2.47,0.0,0.3,15.96,0.0,1,17.166666666666668
1,2024-01-27 02:26:34,2024-01-27 02:39:39,1,0.72,1,Y,92,84,Credit card,3.52,4.37,0.5,0.32,0.0,0.3,8.51,0.0,1,13.083333333333334
1,2024-01-26 11:29:00,2024-01-26 11:43:17,1,8.28,1,N,160,169,Credit card,24.12,2.13,0.5,2.57,0.0,0.3,29.57,0.0,1,14.283333333333333
2,2024-01-02 17:20:33,2024-01-02 17:46:55,1,3.62,1,N,228,263,Credit card,7.67,4.42,0.5,0.01,0.0,0.3,15.35,2.5,1,26.366666666666667
1,2024-01-03 09:46:04,2024-01-03 10:30:41,1,3.61,1,N,75,81,Cash,8.2,0.68,0.5,0.93,0.0,0.3,13.06,2.5,1,44.61666666666667
2,2024-01-09 16:46:29,2024-01-09 16:55:45,1,4.7,1,N,3,92,Credit card,13.35,1.82,0.5,1.84,0.0,0.3,20.26,2.5,1,9.266666666666667
1,2024-01-18 12:34:46,2024-01-18 12:52:28,1,0.2,2,N,224,261,Cash,3.0,0.47,0.5,0.23,0.0,0.3,4.0,0.0,1,17.7
2,2024-01-11 08:35:33,2024-01-11 08:43:25,1,8.82,6,N,246,247,Credit card,21.17,2.8,0.5,4.8,0.0,0.3,32.02,2.5,1,7.866666666666666
1,2024-01-16 02:44:40,2024-01-16 02:57:55,1,2.53,1,N,225,233,Cash,11.19,4.79,0.5,1.11,0.0,0.3,17.84,0.0,1,13.25
2,2024-01-06 08:42:28,2024-01-06 08:57:22,1,8.48,3,N,128,119,Cash,22.45,3.28,0.5,1.15,0.0,0.3,30.13,2.5,1,14.9
2,2024-01-23 15:41:55,2024-01-23 16:03:17,2,2.46,1,N,190,197,Cash,7.38,3.13,0.5,1.79,0.0,0.3,13.05,0.0,1,21.366666666666667
2,2024-01-10 17:32:12,2024-01-10 17:53:09,1,2.04,2,N,34,50,Cash,8.45,1.39,0.5,1.0,0.0,0.3,14.09,2.5,1,20.95
1,2024-01-03 01:30:22,2024-01-03 01:49:05,3,4.48,3,N,168,156,Credit card,13.31,4.66,0.5,1.51,0.0,0.3,20.23,0.0,1,18.716666666666665
1,2024-01-24 00:33:47,2024-01-24 00:58:43,2,11.8,1,N,159,118,Credit card,34.51,2.36,0.5,5.05,17.65,0.3,60.32,0.0,1,24.933333333333334
1,2024-01-28 23:40:28,2024-01-28 23:50:25,2,7.06,1,N,168,207,Credit card,17.35,1.34,0.5,3.23,0.0,0.3,22.67,0.0,1,9.95
1,2024-01-01 10:55:26,2024-01-01 11:16:55,2,4.82,1,N,183,212,Credit card,10.36,4.94,0.5,1.93,0.0,0.3,17.98,0.0,2,21.483333333333334
1,2024-01-14 12:53:05,2024-01-14 13:23:48,1,4.43,1,N,234,192,Cash,12.65,2.12,0.5,2.31,0.0,0.3,17.83,0.0,1,30.716666666666665
2,2024-01-26 15:25:01,2024-01-26 15:34:53,1,3.48,1,N,206,211,Cash,11.38,1.86,0.5,1.32,0.0,0.3,15.31,0.0,1,9.866666666666667
2,2024-01-22 21:23:11,2024-01-22 21:28:01,1,8.24,1,N,10,40,Credit card,19.38,0.17,0.5,6.75,6.36,0.3,33.41,0.0,1,4.833333333333333
2,2024-01-27 13:16:18,2024-01-27 13:52:29,1,5.61,1,N,185,212,Credit card,12.36,0.89,0.5,2.04,7.75,0.3,23.79,0.0,1,36.18333333333333
2,2024-01-13 20:54:58,2024-01-13 21:03:01,1,0.92,1,N,192,172,Credit card,5.35,4.05,0.5,1.25,0.0,0.3,10.95,0.0,1,8.05
2,2024-01-12 12:57:45,2024-01-12 13:10:32,1,1.46,1,N,146,175,Credit card,3.88,2.41,0.5,1.09,0.0,0.3,8.13,0.0,1,12.783333333333333
2,2024-01-22 23:37:36,2024-01-23 00:07:44,1,4.94,1,N,165,165,Credit card,10.49,4.77,0.5,3.1,17.26,0.3,36.37,0.0,1,30.133333333333333
2,2024-01-05 18:17:16,2024-01-05 18:26:45,4,1.25,1,N,22,33,Credit card,8.52,0.42,0.5,2.6,0.0,0.3,14.79,2.5,1,9.483333333333333
2,2024-01-08 10:07:46,2024-01-08 10:42:20,1,3.61,1,N,69,42,Cash,9.63,3.08,0.5,1.03,0.0,0.3,14.49,0.0,1,34.56666666666667
1,2024-01-19 15:01:30,2024-01-19 15:12:58,1,5.93,3,N,227,100,Credit card,20.77,3.6,0.5,4.15,18.59,0.3,47.86,0.0,1,11.466666666666667
1,2024-01-21 17:19:48,2024-01-21 17:30:15,1,4.5,2,N,1,1,Cash,13.84,3.11,0.5,0.01,0.0,0.3,20.21,2.5,1,10.45
1,2024-01-04 17:02:10,2024-01-04 17:10:03,1,1.07,1,N,259,263,Credit card,6.06,2.65,0.5,1.12,0.0,0.3,13.08,2.5,1,7.883333333333334
2,2024-01-16 18:10:58,2024-01-16 18:22:30,3,1.54,1,Y,59,53,Credit card,5.72,2.89,0.5,1.64,0.0,0.3,13.5,2.5,1,11.533333333333333
2,2024-01-12 07:30:00,2024-01-12 07:57:31,1,4.6,1,N,205,224,Credit card,6.03,3.45,0.5,1.64,0.0,0.3,14.37,2.5,1,27.516666666666666
2,2024-01-16 13:17:52,2024-01-16 13:30:39,1,10.99,2,Y,58,91,Credit card,26.56,4.32,0.5,5.13,0.0,0.3,36.76,0.0,1,12.783333333333333
2,2024-01-30 17:04:16,2024-01-30 17:40:33,1,3.07,1,N,10,1,Credit card,9.8,1.68,0.5,3.29,19.49,0.3,37.51,2.5,1,36.28333333333333
1,2024-01-03 08:59:53,2024-01-03 09:19:07,1,6.07,5,Y,160,148,Cash,18.77,2.3,0.5,1.91,0.0,0.3,26.23,2.5,1,19.233333333333334
2,2024-01-31 20:37:32,2024-01-31 20:57:57,1,4.53,1,N,199,134,Credit card,8.46,3.18,0.5,1.21,0.0,0.3,13.6,0.0,1,20.416666666666668
2,2024-01-14 22:29:11,2024-01-14 22:39:24,5,1.98,1,N,23,1,Credit card,7.29,1.57,0.5,1.18,0.0,0.3,10.79,0.0,2,10.216666666666667
1,2024-01-24 22:26:45,2024-01-24 23:06:32,1,6.11,1,N,71,31,Credit card,14.41,0.89,0.5,1.59,0.0,0.3,17.64,0.0,1,39.78333333333333
2,2024-01-14 03:48:22,2024-01-14 04:19:15,1,0.7,1,N,81,97,Credit card,4.95,4.83,0.5,1.24,0.0,0.3,11.32,0.0,1,30.883333333333333
2,2024-01-10 15:21:19,2024-01-10 15:51:38,1,5.82,6,N,254,245,Credit card,16.99,0.97,0.5,3.79,15.13,0.3,37.63,0.0,1,30.316666666666666
1,2024-01-24 21:19:34,2024-01-24 21:36:19,1,4.72,1,N,82,66,Credit card,16.53,1.16,0.5,4.11,0.0,0.3,22.55,0.0,1,16.75
1,2024-01-22 07:37:22,2024-01-22 07:44:33,6,2.13,1,N,17,1,Credit card,11.03,3.09,0.5,1.84,0.0,0.3,19.21,2.5,1,7.183333333333334
1,2024-01-05 11:10:44,2024-01-05 11:31:54,2,1.35,1,N,260,237,Cash,7.25,0.39,0.5,0.85,0.0,0.3,9.24,0.0,1,21.166666666666668
1,2024-01-22 20:49:20,2024-01-22 21:16:05,1,2.29,2,N,25,52,Credit card,10.81,0.17,0.5,0.28,0.0,0.3,12.01,0.0,1,26.75
1,2024-01-24 08:17:22,2024-01-24 08:44:18,1,1.85,1,N,129,131,Credit card,6.07,0.32,0.5,1.4,0.0,0.3,11.04,2.5,1,26.933333333333334
2,2024-01-13 00:33:15,2024-01-13 00:57:50,1,2.71,1,N,48,77,Credit card,17.74,0.62,0.5,3.69,0.0,0.3,22.8,0.0,1,24.583333333333332
2,2024-01-29 16:40:59,2024-01-29 17:04:53,1,2.48,2,N,67,2,Credit card,5.04,2.15,0.5,0.56,15.97,0.3,26.97,2.5,1,23.9
2,2024-01-20 20:49:16,2024-01-20 21:00:41,1,2.13,1,N,199,214,Credit card,6.24,4.15,0.5,1.2,0.0,0.3,12.34,0.0,1,11.416666666666666
1,2024-01-11 08:13:10,2024-01-11 08:25:00,2,0.67,2,N,36,22,Cash,6.88,1.71,0.5,0.74,0.0,0.3,12.13,2.5,1,11.833333333333334
2,2024-01-01 07:58:52,2024-01-01 08:06:49,1,1.18,1,N,172,164,No charge,7.71,2.14,0.5,0.0,0.0,0.3,13.1,2.5,1,7.95
1,2024-01-21 22:10:13,2024-01-21 22:46:46,1,6.76,1,N,149,189,Credit card,20.86,3.0,0.5,2.4,0.0,0.3,27.01,0.0,1,36.55
1,2024-01-07 11:32:20,2024-01-07 12:31:37,2,2.18,5,N,192,181,Credit card,9.98,1.51,0.5,2.26,0.0,0.3,14.5,0.0,1,59.28333333333333
1,2024-01-24 10:51:20,2024-01-24 12:27:46,2,2.75,1,N,43,57,Credit card,3.12,2.16,0.5,0.35,0.0,0.3,6.38,0.0,1,96.43333333333334
1,2024-01-17 06:39:56,2024-01-17 07:02:06,1,2.38,6,N,94,64,Credit card,13.22,1.93,0.5,2.05,0.0,0.3,17.95,0.0,1,22.166666666666668
2,2024-01-15 11:14:40,2024-01-15 11:38:37,1,8.36,1,N,1,2,Cash,22.79,1.71,0.5,3.04,0.0,0.3,28.29,0.0,1,23.95
2,2024-01-06 01:49:51,2024-01-06 02:07:05,1,1.82,1,N,232,185,Credit card,10.79,1.94,0.5,1.98,0.0,0.3,15.46,0.0,1,17.233333333333334
2,2024-01-23 01:21:35,2024-01-23 01:43:31,2,1.71,1,N,261,260,Cash,3.0,0.06,0.5,0.36,0.0,0.3,4.17,0.0,1,21.933333333333334
2,2024-01-06 03:26:04,2024-01-06 03:35:32,1,4.79,1,N,118,129,Credit card,15.24,4.43,0.5,3.45,0.0,0.3,23.87,0.0,1,9.466666666666667
2,2024-01-13 22:48:31,2024-01-13 23:05:30,1,3.81,6,N,140,173,Credit card,10.33,4.89,0.5,1.66,0.0,0.3,17.63,0.0,1,16.983333333333334
2,2024-01-26 22:12:37,2024-01-26 22:23:08,1,4.89,1,N,36,12,Cash,16.44,4.31,0.5,2.67,0.0,0.3,24.17,0.0,1,10.516666666666667
1,2024-01-29 12:45:07,2024-01-29 13:00:36,1,4.68,1,N,231,216,Credit card,15.15,0.03,0.5,2.66,0.0,0.3,18.59,0.0,1,15.483333333333333
1,2024-01-31 15:54:53,2024-01-31 16:06:03,1,6.22,2,N,202,183,Cash,19.15,3.75,0.5,2.21,0.0,0.3,25.86,0.0,1,11.166666666666666
2,2024-01-30 16:45:39,2024-01-30 17:12:25,2,1.05,1,N,31,24,Cash,3.0,2.87,0.5,0.41,0.0,0.3,9.53,2.5,1,26.766666666666666
2,2024-01-18 05:38:28,2024-01-18 06:07:28,1,4.48,1,N,140,112,Credit card,13.53,0.47,0.5,2.95,0.0,0.3,17.7,0.0,1,29.0
2,2024-01-07 05:09:27,2024-01-07 05:32:54,1,1.72,6,N,46,1,Credit card,6.26,4.66,0.5,1.57,0.0,0.3,13.24,0.0,1,23.45
1,2024-01-27 00:16:04,2024-01-27 00:27:56,5,0.47,1,N,157,126,Credit card,5.16,3.88,0.5,1.16,0.0,0.3,10.5,0.0,1,11.866666666666667
2,2024-01-25 20:24:47,2024-01-25 20:32:20,1,4.65,1,Y,173,172,Credit card,17.09,0.73,0.5,4.06,0.0,0.3,22.63,0.0,1,7.55
1,2024-01-31 16:47:57,2024-01-31 17:17:10,1,4.47,1,N,102,98,Credit card,14.13,4.82,0.5,2.46,5.56,0.3,30.22,2.5,1,29.216666666666665
1,2024-01-21 04:18:18,2024-01-21 04:37:28,1,3.28,1,N,117,133,Credit card,6.87,0.63,0.5,0.79,8.57,0.3,17.61,0.0,1,19.166666666666668
2,2024-01-05 09:20:50,2024-01-05 09:25:32,1,6.29,1,N,187,212,Credit card,18.55,2.27,0.5,1.59,9.51,0.3,35.17,2.5,1,4.7
1,2024-01-16 14:09:33,2024-01-16 14:30:36,1,1.73,1,N,42,29,Cash,14.66,0.79,0.5,0.58,0.0,0.3,16.78,0.0,1,21.05
1,2024-01-14 21:29:41,2024-01-14 21:53:45,1,5.18,1,N,10,1,Cash,20.39,0.75,0.5,4.17,0.0,0.3,26.06,0.0,1,24.066666666666666
2,2024-01-27 03:09:09,2024-01-27 03:14:59,1,2.94,1,N,110,122,Credit card,3.0,4.84,0.5,0.07,0.0,0.3,8.66,0.0,1,5.833333333333333
2,2024-01-13 04:04:26,2024-01-13 04:31:30,1,3.11,1,N,130,130,Credit card,10.47,2.86,0.5,3.09,15.14,0.3,32.31,0.0,1,27.066666666666666
1,2024-01-11 04:28:22,2024-01-11 04:34:52,1,0.55,2,N,76,69,Credit card,6.67,1.3,0.5,0.9,0.0,0.3,9.17,0.0,1,6.5
2,2024-01-03 11:33:24,2024-01-03 11:44:21,2,6.33,1,Y,113,149,Credit card,17.78,3.88,0.5,5.24,0.0,0.3,27.65,0.0,1,10.95
1,2024-01-26 21:34:46,2024-01-26 21:41:18,1,4.35,1,N,27,40,Cash,11.99,4.38,0.5,0.17,0.0,0.3,17.29,0.0,1,6.533333333333333
1,2024-01-24 09:57:56,2024-01-24 10:08:04,2,5.05,4,N,197,200,Cash,14.32,4.59,0.5,1.56,0.0,0.3,23.72,2.5,1,10.133333333333333
1,2024-01-02 06:40:24,2024-01-02 06:47:59,1,1.53,1,N,202,206,Cash,7.98,4.66,0.5,1.51,19.12,0.3,34.02,0.0,1,7.583333333333333
1,2024-01-14 10:43:53,2024-01-14 11:20:17,1,4.01,4,N,70,95,Credit card,9.08,4.53,0.5,2.33,8.73,0.3,25.42,0.0,1,36.4
1,2024-01-15 20:54:37,2024-01-15 21:10:45,1,2.94,2,N,172,152,Cash,13.42,3.19,0.5,1.39,0.0,0.3,18.75,0.0,1,16.133333333333333
2,2024-01-15 13:10:45,2024-01-15 13:24:34,1,4.51,1,N,62,36,Cash,13.61,1.71,0.5,0.36,0.0,0.3,16.43,0.0,1,13.816666666666666
1,2024-01-29 11:41:05,2024-01-29 12:19:44,1,3.88,1,N,104,97,Credit card,9.39,4.63,0.5,0.89,0.0,0.3,15.66,0.0,1,38.65
2,2024-01-05 16:06:02,2024-01-05 16:43:24,1,9.41,1,N,85,50,Credit card,29.4,0.61,0.5,9.15,0.0,0.3,42.41,2.5,1,37.36666666666667
2,2024-01-10 11:55:13,2024-01-10 12:09:50,1,7.6,1,N,256,255,Credit card,16.86,0.84,0.5,2.9,18.97,0.3,40.32,0.0,1,14.616666666666667
2,2024-01-06 14:36:33,2024-01-06 14:59:42,1,2.69,1,N,127,129,Credit card,7.56,2.17,0.5,1.47,0.0,0.3,11.95,0.0,1,23.15
2,2024-01-08 13:35:56,2024-01-08 13:48:28,1,4.65,1,N,167,165,Credit card,12.41,1.42,0.5,2.76,12.63,0.3,29.97,0.0,1,12.533333333333333
1,2024-01-29 02:53:06,2024-01-29 03:10:59,1,2.52,1,N,56,46,Credit card,15.23,3.08,0.5,1.46,0.0,0.3,20.52,0.0,1,17.883333333333333
2,2024-01-30 03:53:50,2024-01-30 04:02:27,1,6.18,1,N,244,263,Credit card,15.89,4.53,0.5,3.7,0.0,0.3,24.87,0.0,1,8.616666666666667
2,2024-01-02 09:13:08,2024-01-02 09:38:34,1,3.03,1,N,180,208,Cash,3.61,2.46,0.5,0.36,0.0,0.3,9.68,2.5,1,25.433333333333334
2,2024-01-20 14:16:34,2024-01-20 14:56:12,1,2.26,1,Y,28,26,Cash,6.4,2.77,0.5,0.86,0.0,0.3,10.78,0.0,2,39.63333333333333
2,2024-01-08 05:14:31,2024-01-08 05:49:45,1,3.97,1,N,88,90,Cash,13.79,2.12,0.5,1.27,0.0,0.3,17.93,0.0,1,35.233333333333334
1,2024-01-06 23:15:55,2024-01-06 23:35:42,1,7.22,1,N,134,175,Cash,22.9,3.54,0.5,1.02,0.0,0.3,28.21,0.0,1,19.783333333333335
1,2024-01-10 01:17:31,2024-01-10 01:21:54,1,6.5,1,N,111,94,Credit card,25.58,0.5,0.5,4.24,0.0,0.3,31.07,0.0,1,4.383333333333334
1,2024-01-07 00:37:26,2024-01-07 00:49:33,1,2.36,1,N,211,183,Cash,12.62,0.24,0.5,1.9,0.0,0.3,15.51,0.0,1,12.116666666666667
1,2024-01-16 04:42:25,2024-01-16 05:00:17,1,8.89,1,N,147,153,Credit card,25.29,3.21,0.5,5.85,0.0,0.3,35.1,0.0,1,17.866666666666667
1,2024-01-31 20:44:03,2024-01-31 20:50:56,3,1.61,1,N,147,159,Cash,3.85,2.67,0.5,0.47,0.0,0.3,7.74,0.0,1,6.883333333333334
2,2024-01-19 04:18:54,2024-01-19 04:24:58,1,2.05,1,N,100,114,Cash,12.5,2.04,0.5,2.04,0.0,0.3,17.33,0.0,1,6.066666666666666
1,2024-01-23 10:05:34,2024-01-23 10:52:18,2,6.01,2,N,223,247,Credit card,16.42,1.67,0.5,3.02,0.0,0.3,21.86,0.0,1,46.733333333333334
